entity_class,subject_family,subject_family_raw,document_id,source_url,title,category_heading
Credit Information Companies,(Credit Information Companies - Miscellaneous) Supervisory,(Credit Information Companies - Miscellaneous) Supervisory,md_13582,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/471MD76C394F39ABC4C0998D865E923481A06.PDF,"Reserve Bank of India (Credit Information Companies - Miscellaneous) Supervisory Directions, 2026",Credit Information Companies
Credit Information Companies,"Cybersecurity, Technology: Risk, Resilience and Assurance Framework","Cybersecurity, Technology: Risk, Resilience and Assurance Framework",md_13583,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/470MD9D03D4E25E864955B59B7A17DA164DB9.PDF,"Reserve Bank of India (Credit Information Companies – Cybersecurity, Technology: Risk, Resilience and Assurance Framework) Directions, 2026",Credit Information Companies
Financial Inclusion and Development,[Commercial Banks - Kisan Credit Card (KCC) Scheme],[Commercial Banks - Kisan Credit Card (KCC) Scheme],md_13522,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/402MD09973277BFE449CC8E21A0C9634191F2.PDF,"Reserve Bank of India [Commercial Banks - Kisan Credit Card (KCC) Scheme] Directions, 2026",Financial Inclusion and Development
Financial Inclusion and Development,[Small Finance Banks - Kisan Credit Card (KCC) Scheme],[Small Finance Banks - Kisan Credit Card (KCC) Scheme],md_13523,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/403MDB87EB105BA0A40E18A89C5231E301639.PDF,"Reserve Bank of India [Small Finance Banks - Kisan Credit Card (KCC) Scheme] Directions, 2026",Financial Inclusion and Development
Financial Inclusion and Development,[Regional Rural Banks - Kisan Credit Card (KCC) Scheme],[Regional Rural Banks - Kisan Credit Card (KCC) Scheme],md_13524,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/404MDE8BE807BACAC4DA09EA3561C820C7A13.PDF,"Reserve Bank of India [Regional Rural Banks - Kisan Credit Card (KCC) Scheme] Directions, 2026",Financial Inclusion and Development
Financial Inclusion and Development,[Rural Co-operative Banks - Kisan Credit Card (KCC) Scheme],[Rural Co-operative Banks - Kisan Credit Card (KCC) Scheme],md_13525,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/405MDD58E90A39C3D479CB0CF706F173BF58F.PDF,"Reserve Bank of India [Rural Co-operative Banks - Kisan Credit Card (KCC) Scheme] Directions, 2026",Financial Inclusion and Development
Priority Sector Lending,Targets and Classification,Targets and Classification,md_12799,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/128MD66C4DDCB167C4DC9A5BD913570CB3D47.PDF,"Master Directions - Reserve Bank of India (Priority Sector Lending – Targets and Classification) Directions, 2025 ( Updated as on August 07, 2026 )",Financial Inclusion and Development
Financial Inclusion and Development,,,md_11959,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/MDPSL803EE903174E4C85AFA14C335A5B0909.PDF,,Financial Inclusion and Development
Financial Inclusion and Development,"Lending to Micro, Small & Medium Enterprises (MSME) Sector ( Updated as on February 09, 2026 )","Lending to Micro, Small & Medium Enterprises (MSME) Sector ( Updated as on February 09, 2026 )",md_11060,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/56MD24072017E50D0ED63F9B4414AA756FF0FC72FB66.PDF,"Master Direction - Lending to Micro, Small & Medium Enterprises (MSME) Sector ( Updated as on February 09, 2026 )",Financial Inclusion and Development
Financial Inclusion and Development,Reserve Bank of India (Relief Measures by banks in areas affected by Natural Calamities),Reserve Bank of India (Relief Measures by banks in areas affected by Natural Calamities),md_11037,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/55MD0A0C769D62074BCEAEC6F40FD8356870.PDF,Master Direction – Reserve Bank of India (Relief Measures by banks in areas affected by Natural Calamities) Directions 2017,Financial Inclusion and Development
Financial Market,Reserve Bank of India (Credit Derivatives),Reserve Bank of India (Credit Derivatives),md_13552,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/407MD23637C77AC6742318BC8906ED8B98BEC.PDF,"Master Direction – Reserve Bank of India (Credit Derivatives) Directions, 2026",Financial Market
Financial Market,Reserve Bank of India (Unique Identifiers in Financial Markets),Reserve Bank of India (Unique Identifiers in Financial Markets),md_13343,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/392MD270320266188FCF9FF0D4C51913E2DD577796EA4.PDF,"Master Direction - Reserve Bank of India (Unique Identifiers in Financial Markets) Directions, 2026",Financial Market
Financial Market,Reserve Bank of India (Rupee Interest Rate Derivatives),Reserve Bank of India (Rupee Interest Rate Derivatives),md_13214,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/281MD4079EF84173847849A50F7A00FB229F5.PDF,"Master Direction – Reserve Bank of India (Rupee Interest Rate Derivatives) Directions, 2025",Financial Market
Financial Market,Reserve Bank of India (Repurchase Transactions (Repo)),Reserve Bank of India (Repurchase Transactions (Repo)),md_12920,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/142MD1111202598527CBD7B6D4BFC9792D568AD07F27D.PDF,"Master Direction – Reserve Bank of India (Repurchase Transactions (Repo)) Directions, 2025",Financial Market
Financial Market,Reserve Bank of India (Electronic Trading Platforms),Reserve Bank of India (Electronic Trading Platforms),md_12870,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/137MDEF04E0A142F948C58A9503C136E565AF.PDF,"Master Direction – Reserve Bank of India (Electronic Trading Platforms) Directions, 2025",Financial Market
Financial Market,(Forward Contracts in Government Securities),(Forward Contracts in Government Securities),md_12784,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/NT117115BA3350C4D4AEABEF8DE4C2BCDE7BB.PDF,"Reserve Bank of India (Forward Contracts in Government Securities) Directions, 2025",Financial Market
Financial Market,Reserve Bank of India (Access Criteria for NDS-OM),Reserve Bank of India (Access Criteria for NDS-OM),md_13376,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/MD12777A587A04E134163B2F6F574B44F9F1C.PDF,"Master Direction - Reserve Bank of India (Access Criteria for NDS-OM) Directions, 2025 ( Updated as on April 27, 2026 )",Financial Market
Financial Market,Reserve Bank of India (Non-resident Investment in Debt Instruments),Reserve Bank of India (Non-resident Investment in Debt Instruments),md_12765,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/MD126B9CF2E0CABD14471955E50A54D8291F2.PDF,"Master Direction - Reserve Bank of India (Non-resident Investment in Debt Instruments) Directions, 2025 ( Updated as on June 05, 2026 )",Financial Market
Financial Market,Reserve Bank of India (Margining for Non-Centrally Cleared OTC Derivatives),Reserve Bank of India (Margining for Non-Centrally Cleared OTC Derivatives),md_12682,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/117MDRBIOTCDERIVATIVES20245DEA695183554A20B155CE65F58944DD.PDF,"Master Direction – Reserve Bank of India (Margining for Non-Centrally Cleared OTC Derivatives) Directions, 2024 ( Updated as on February 21, 2025 )",Financial Market
Financial Market,Reserve Bank of India (Commercial Paper and Non-Convertible Debentures of original or initial maturity upto one year),Reserve Bank of India (Commercial Paper and Non-Convertible Debentures of original or initial maturity upto one year),md_12592,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/109MDCPNCD797F42D139D741169EB58E637B243FF6.PDF,"Master Direction – Reserve Bank of India (Commercial Paper and Non-Convertible Debentures of original or initial maturity upto one year) Directions, 2024",Financial Market
Financial Market,(Financial Benchmark Administrators),(Financial Benchmark Administrators),md_12581,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/NOTI98FBA281220235418D645715946F7A2C8905B39411F40.PDF,"Reserve Bank of India (Financial Benchmark Administrators) Directions, 2023",Financial Market
Financial Market,(Government Securities Lending),(Government Securities Lending),md_12580,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/GSLDIRECTIONS0AF9CACC130344C0A261EAD47F277AF0.PDF,"Reserve Bank of India (Government Securities Lending) Directions, 2023",Financial Market
Financial Market,Foreign Exchange Management (Hedging of Commodity Price Risk and Freight Risk in Overseas Markets),Foreign Exchange Management (Hedging of Commodity Price Risk  and Freight Risk in Overseas Markets),md_12427,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/94MDHEDGIN0DE447B3472143D6B3237D5F605E2ADB.PDF,"Master Direction – Foreign Exchange Management (Hedging of Commodity Price Risk  and Freight Risk in Overseas Markets) Directions, 2022 (Updated as on April 15, 2024)",Financial Market
Financial Market,Reserve Bank of India (Market-makers in OTC Derivatives),Reserve Bank of India (Market-makers in OTC Derivatives),md_12163,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/84MD8DAD7C4F379B4875AC9C2D398646B42D.PDF,"Master Direction – Reserve Bank of India (Market-makers in OTC Derivatives) Directions, 2021 ( Updated as on February 21, 2025 )",Financial Market
Financial Market,Reserve Bank of India (Certificate of Deposit),Reserve Bank of India (Certificate of Deposit),md_12108,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/NT5080C62E3929DE4D70AABB8136B7B5F647.PDF,"Master Direction – Reserve Bank of India (Certificate of Deposit) Directions, 2021",Financial Market
